Date,Open,High,Low,Close,Adj Close,Volume
1/12/2011,14.943986,16.108622,14.91908,16.0872,16.0872,2210153263
1/1/2012,16.262545,16.693678,14.061046,14.448593,14.448593,2956745222
1/2/2012,14.568892,15.581596,14.424434,15.398533,15.398533,1901685367
1/3/2012,15.498408,16.403267,14.790561,15.971136,15.971136,1900304210
1/4/2012,15.95943,16.267525,14.699901,15.064783,15.064783,2363935524
1/5/2012,15.038382,15.886703,14.420947,14.467273,14.467273,2355728878
1/6/2012,14.24137,14.642367,13.861045,14.447597,14.447597,1867144380
1/7/2012,14.491183,16.005009,13.999775,15.765158,15.765158,2059153390
1/8/2012,15.873004,17.160429,15.527051,17.063293,17.063293,1889588194
1/9/2012,17.049843,19.050842,16.774626,18.792063,18.792063,2416126416
1/10/2012,18.905388,19.287207,16.679979,16.943991,16.943991,2882716781
1/11/2012,16.924065,17.415222,15.840625,17.394053,17.394053,1874166603
1/12/2012,17.490442,18.159433,16.994551,17.618462,17.618462,1674071398
1/1/2013,17.918339,18.952711,17.323069,18.821701,18.821701,2104065102
1/2/2013,18.884216,20.148727,18.881727,19.955202,19.955202,1860563808
1/3/2013,19.87052,21.021208,19.758442,19.780607,19.780607,1708335347
1/4/2013,19.801031,20.613735,18.960432,20.537271,20.537271,2150117073
1/5/2013,20.504644,22.929056,20.332788,21.699165,21.699165,1984101129
1/6/2013,21.7435,22.685966,21.101406,21.927061,21.927061,1950507679
1/7/2013,22.078493,23.113365,21.808506,22.110872,22.110872,2057503228
1/8/2013,22.291447,22.657824,21.060062,21.093437,21.093437,1344504713
1/9/2013,21.27924,22.56517,21.269028,21.815977,21.815977,1329906200
1/10/2013,21.924072,25.940767,20.995804,25.668289,25.668289,2217259798
1/11/2013,25.698425,26.600296,25.031178,26.390831,26.390831,1054200647
1/12/2013,26.488464,27.920347,26.127567,27.913124,27.913124,1358802104
1/1/2014,27.782366,29.552729,26.955713,29.414,29.414,2188640930
1/2/2014,29.369913,30.607277,28.095192,30.277761,30.277761,1627931099
1/3/2014,30.056091,30.560204,27.570307,27.772251,27.772251,1431962004
1/4/2014,27.859013,30.158699,25.071167,26.2609,26.2609,1347112369
1/5/2014,26.283339,28.314262,25.0961,27.917852,27.917852,732559737
1/6/2014,27.958241,29.042763,26.863747,28.685246,28.685246,760049001
1/7/2014,28.836828,29.900408,28.173151,28.501747,28.501747,692217279
1/8/2014,28.441914,29.286594,27.923336,28.501747,28.501747,553182606
1/9/2014,28.514214,29.742342,28.332712,28.78896,28.78896,670345396
1/10/2014,28.721645,28.970463,25.335442,27.877462,27.877462,1043268450
1/11/2014,27.698954,27.818624,26.431433,27.017324,27.017324,570413781
1/12/2014,26.871225,26.996382,24.383057,26.247936,26.247936,917297545
1/1/2015,26.378078,27.034277,24.311253,26.652824,26.652824,1004562476
1/2/2015,26.513706,28.158192,25.85651,27.843555,27.843555,651908915
1/3/2015,27.949764,28.816385,27.136497,27.32498,27.32498,772972385
1/4/2015,27.354897,28.478811,25.979174,26.867001,26.867001,847552576
1/5/2015,26.921499,27.209499,26.054251,26.605499,26.605499,637318000
1/6/2015,26.8395,27.187,26.025,26.025499,26.025499,686410000
1/7/2015,26.2365,33.931999,25.759001,31.2805,31.2805,1266380000
1/8/2015,31.267,33.744999,28.252501,30.9125,30.9125,1074348000
1/9/2015,30.118,32.544998,29.469,30.421,30.421,959100000
1/10/2015,30.418501,36.5,29.9925,35.540501,35.540501,988772000
1/11/2015,35.553001,38.135399,35.2925,37.130001,37.130001,678696000
1/12/2015,37.355499,38.999001,36.2085,37.944,37.944,862006000
1/1/2016,37.150002,37.599998,33.662998,37.147499,37.147499,931224000
1/2/2016,37.522999,39.4935,33.153,34.8885,34.8885,1287340000
1/3/2016,35.181,37.894001,34.266998,37.247501,37.247501,834848000
1/4/2016,36.93,38.494999,34.450001,34.650501,34.650501,843080000
1/5/2016,34.8815,36.9865,34.4505,36.785999,36.785999,699930000
1/6/2016,36.726501,36.8605,33.1642,34.605,34.605,787250000
1/7/2016,34.610001,38.927502,34.410751,38.439499,38.439499,598296000
1/8/2016,38.054501,39.487499,38.054501,38.352501,38.352501,527708000
1/9/2016,38.462502,39.4925,37.700001,38.864498,38.864498,551028000
1/10/2016,38.712502,40.834,38.474998,39.227001,39.227001,679126000
1/11/2016,39.144501,39.781651,36.376999,37.902,37.902,852844000
1/12/2016,37.872002,40.219002,36.85125,38.591,38.591,641946000
1/1/2017,38.940498,42.0975,38.790001,39.8395,39.8395,664002000
1/2/2017,39.984001,41.672501,39.559502,41.1605,41.1605,513672000
1/3/2017,41.442501,42.674999,40.168499,41.478001,41.478001,676702000
1/4/2017,41.460999,45.842499,40.851002,45.298,45.298,504374000
1/5/2017,45.097,48.963501,45.072498,48.243,48.243,643602000
1/6/2017,48.447498,49.412498,45.415501,45.436501,45.436501,871752000
1/7/2017,45.609001,49.310001,44.739498,46.525002,46.525002,733584000
1/8/2017,46.618999,47.098999,45.169998,46.966499,46.966499,559160000
1/9/2017,47.056499,47.9893,45.485001,47.955502,47.955502,561076000
1/10/2017,47.999001,52.419498,47.391998,50.832001,50.832001,635594000
1/11/2017,50.8605,53.118752,50.650501,51.070499,51.070499,485310000
1/12/2017,50.790001,53.9245,49.414001,52.32,52.32,563274000
1/1/2018,52.417,59.344501,52.261501,58.497002,58.497002,574768000
1/2/2018,58.130501,58.700001,49.627998,55.2365,55.2365,847640000
1/3/2018,55.393501,58.852501,49.032001,51.5895,51.5895,907066000
1/4/2018,51.140999,54.708248,49.518501,50.866501,50.866501,834318000
1/5/2018,50.682999,55.537498,50.314499,54.2495,54.2495,636988000
1/6/2018,54.967499,59.314301,54.800499,55.782501,55.782501,641920000
1/7/2018,54.950001,63.6945,54.689999,60.862999,60.862999,638802000
1/8/2018,61.400002,62.825001,59.411999,60.9095,60.9095,576168000
1/9/2018,60.213501,60.649502,57.345501,59.6735,59.6735,577248000
1/10/2018,59.994499,60.498001,49.7915,53.838501,53.838501,969894000
1/11/2018,53.790001,54.7785,49.800999,54.7215,54.7215,734702000
1/12/2018,56.157001,56.232498,48.505501,51.780499,51.780499,805152000
1/1/2019,50.828499,55.866501,50.703499,55.818501,55.818501,614280000
1/2/2019,55.619999,57.349998,54.299999,55.995998,55.995998,578654000
1/3/2019,56.244999,61.5895,56.165001,58.665501,58.665501,632186000
1/4/2019,59.205002,64.463501,58.75,59.424,59.424,557104000
1/5/2019,59.4025,59.5425,55.008999,55.181499,55.181499,666348000
1/6/2019,53.275002,56.205502,51.25,54.045502,54.045502,681936000
1/7/2019,54.900002,63.2775,54.68515,60.834,60.834,658972000
1/8/2019,60.7015,61.705502,57.007,59.404999,59.404999,577648000
1/9/2019,58.851501,62.415001,58.16,60.950001,60.950001,537988000
1/10/2019,60.950001,64.9655,58.121498,63.005501,63.005501,575166000
1/11/2019,63.25,66.776451,63.025002,65.248001,65.248001,498474000
1/12/2019,65.050003,68.25,63.950001,66.850998,66.850998,547142000
